Name,Date,notes,Value,Change
NIS,2015-8-16,notes,888.35,INCREASED
MQZ,2015-9-15,notes,932.40,INCREASED
LVR,2015-8-12,notes,575.39,INCREASED
XBO,2015-11-3,notes,223.43,DECREASED
AJZ,2015-9-13,notes,959.20,INCREASED
GRH,2015-7-1,notes,87.82,NEW
SBH,2015-8-12,notes,493.92,DECREASED
RNP,2015-11-8,notes,540.54,INCREASED
FFJ,2015-10-15,notes,256.20,INCREASED
PEX,2015-11-9,notes,113.93,DECREASED
VVX,2015-7-17,notes,218.39,DECREASED
TIO,2015-9-10,notes,210.4,DECREASED
ZPZ,2015-9-5,notes,209.21,DECREASED
XQN,2015-7-13,notes,36.97,DECREASED
YLB,2015-7-1,notes,333.41,NEW
OBR,2015-7-11,notes,104.64,DECREASED
SBH,2015-10-8,notes,69.99,DECREASED
XZZ,2015-8-3,notes,121.64,DECREASED
ARA,2015-11-3,notes,421.48,DECREASED
DLV,2015-8-5,notes,954.46,INCREASED
GRH,2015-9-6,notes,846.82,INCREASED
AJZ,2015-8-12,notes,705.48,DECREASED
IUQ,2015-11-4,notes,931.28,INCREASED
IQZ,2015-9-8,notes,115.99,DECREASED
TFQ,2015-7-15,notes,228.90,DECREASED
JNL,2015-8-13,notes,207.73,DECREASED
UBH,2015-10-9,notes,852.10,INCREASED
ELM,2015-10-6,notes,776.37,INCREASED
QBU,2015-10-6,notes,323.73,DECREASED
DNL,2015-11-14,notes,566.24,INCREASED
ZKG,2015-8-18,notes,561.41,INCREASED
LVR,2015-9-14,notes,unknown,UNKNOWN
ULI,2015-10-1,notes,692.61,INCREASED
YLB,2015-11-13,notes,762.62,INCREASED
DEE,2015-9-16,notes,766.56,INCREASED
WHJ,2015-8-6,notes,538.10,DECREASED
ZPZ,2015-8-8,notes,601.9,INCREASED
IXX,2015-7-3,notes,581.1,DECREASED
KCT,2015-9-7,notes,695.16,DECREASED
WYO,2015-10-7,notes,176.36,DECREASED
COF,2015-7-13,notes,372.47,INCREASED
FFJ,2015-11-5,notes,158.89,INCREASED
DEE,2015-9-12,notes,414.65,INCREASED
MQZ,2015-9-5,notes,613.78,INCREASED
PFF,2015-10-19,notes,627.4,INCREASED
FZN,2015-9-5,notes,122.54,DECREASED
QFX,2015-11-10,notes,78.66,DECREASED
TFQ,2015-10-5,notes,302.32,INCREASED
FZV,2015-11-8,notes,371.54,INCREASED
KTX,2015-10-6,notes,831.17,DECREASED
XKF,2015-9-10,notes,182.87,INCREASED
ELM,2015-9-17,notes,497.60,INCREASED
MDH,2015-11-17,notes,350.62,INCREASED
ELM,2015-11-9,notes,445.61,INCREASED
GUC,2015-8-4,notes,958.37,INCREASED
VFK,2015-11-3,notes,378.55,DECREASED
NRA,2015-11-2,notes,NA,UNKNOWN
TIO,2015-11-12,notes,995.4,INCREASED
ETP,2015-10-20,notes,Missing,UNKNOWN
KCT,2015-11-15,notes,328.37,DECREASED
VFK,2015-9-17,notes,672.29,INCREASED
SIF,2015-7-20,notes,10.63,DECREASED
SBH,2015-7-8,notes,193.26,DECREASED
YPF,2015-8-4,notes,625.89,INCREASED
QBU,2015-11-9,notes,379.10,DECREASED
LVR,2015-8-8,notes,102.48,DECREASED
ABU,2015-9-11,notes,Lost,UNKNOWN
DUO,2015-7-19,notes,987.66,INCREASED
ZPZ,2015-10-14,notes,382.17,DECREASED
LTH,2015-8-4,notes,723.44,INCREASED
JFG,2015-10-16,notes,836.90,DECREASED
IUQ,2015-8-15,notes,486.98,DECREASED
LDT,2015-8-2,notes,196.41,DECREASED
SBH,2015-9-1,notes,447.64,DECREASED
HSK,2015-7-10,notes,N/A,UNKNOWN
WYO,2015-11-16,notes,708.50,DECREASED
JNL,2015-11-4,notes,574.34,DECREASED
GRH,2015-11-10,notes,754.93,DECREASED
SBH,2015-9-3,notes,633.12,INCREASED
SGT,2015-8-14,notes,746.65,INCREASED
IXX,2015-8-7,notes,110.96,DECREASED
DNX,2015-9-18,notes,454.87,DECREASED
PEX,2015-10-5,notes,532.9,DECREASED
IES,2015-7-13,notes,410.16,DECREASED
KZW,2015-8-14,notes,458.66,DECREASED
TZA,2015-8-13,notes,598.21,DECREASED
QNH,2015-7-17,notes,212.87,INCREASED
ISF,2015-10-5,notes,693.93,INCREASED
WGX,2015-11-13,notes,701.48,INCREASED
DNL,2015-9-3,notes,998.75,INCREASED
FKS,2015-9-18,notes,Invalid,UNKNOWN
ETP,2015-9-5,notes,Invalid,UNKNOWN
IMN,2015-8-6,notes,55.60,DECREASED
FZV,2015-10-9,notes,682.2,DECREASED
XQN,2015-10-4,notes,675.42,INCREASED
FZV,2015-8-7,notes,71.4,DECREASED
HSK,2015-11-3,notes,560.56,DECREASED
JFG,2015-11-20,notes,794.4,INCREASED
DJY,2015-9-9,notes,534.44,DECREASED
NRA,2015-9-15,notes,361.94,DECREASED
QNH,2015-9-7,notes,499.66,DECREASED
XOT,2015-7-9,notes,412.67,DECREASED
LVR,2015-11-17,notes,647.78,INCREASED
WGX,2015-9-7,notes,N/A,UNKNOWN
YPF,2015-11-17,notes,-,UNKNOWN
JXG,2015-9-17,notes,156.20,DECREASED
FZN,2015-8-15,notes,Not found,UNKNOWN
QBU,2015-9-15,notes,unknown,UNKNOWN
FFJ,2015-8-8,notes,369.94,DECREASED
LVR,2015-7-11,notes,831.97,INCREASED
KCT,2015-8-9,notes,316.56,DECREASED
INO,2015-8-15,notes,926.22,INCREASED
XZZ,2015-11-18,notes,NA,UNKNOWN
TIO,2015-9-3,notes,805.94,DECREASED
IQZ,2015-10-19,notes,620.60,DECREASED
ETP,2015-9-7,notes,258.48,DECREASED
FZV,2015-8-17,notes,507.4,INCREASED
KCT,2015-7-14,notes,872.32,DECREASED
JDF,2015-11-13,notes,685.49,DECREASED
SIF,2015-8-19,notes,122.84,DECREASED
TSM,2015-9-18,notes,771.22,INCREASED
TFQ,2015-8-15,notes,764.5,INCREASED
FZV,2015-7-15,notes,not there,UNKNOWN
YRW,2015-8-18,notes,984.20,INCREASED
PFT,2015-10-15,notes,43.14,INCREASED
UBH,2015-10-13,notes,23.1,DECREASED
IXX,2015-7-6,notes,704.99,DECREASED
PUA,2015-11-14,notes,743.76,INCREASED
XKF,2015-11-5,notes,863.92,INCREASED
PFF,2015-9-3,notes,381.7,INCREASED
FFJ,2015-10-12,notes,619.57,DECREASED
RNP,2015-7-17,notes,51.53,DECREASED
ORX,2015-7-8,notes,334.67,INCREASED
HSK,2015-11-13,notes,584.20,INCREASED
FZN,2015-7-5,notes,unknown,UNKNOWN
LDT,2015-8-13,notes,312.2,DECREASED
QFX,2015-9-14,notes,483.31,DECREASED
FKS,2015-11-3,notes,527.95,DECREASED
ISF,2015-10-14,notes,-,UNKNOWN
BWS,2015-7-14,notes,193.20,DECREASED
QBU,2015-10-11,notes,449.64,DECREASED
PGC,2015-10-1,notes,705.11,DECREASED
IUQ,2015-8-19,notes,189.93,DECREASED
XOT,2015-10-4,notes,771.11,DECREASED
EUS,2015-9-16,notes,659.89,INCREASED
WHL,2015-9-12,notes,568.35,DECREASED
DEE,2015-9-17,notes,716.98,DECREASED
ETP,2015-10-4,notes,190.42,INCREASED
JXG,2015-11-17,notes,Not found,UNKNOWN
LDT,2015-8-15,notes,191.44,DECREASED
JXG,2015-11-19,notes,698.40,DECREASED
INO,2015-9-17,notes,368.14,INCREASED
QNH,2015-7-7,notes,125.48,INCREASED
NIS,2015-9-18,notes,153.52,DECREASED
RNP,2015-9-7,notes,833.88,DECREASED
DMD,2015-8-18,notes,484.53,INCREASED
IES,2015-10-19,notes,697.92,DECREASED
ZKG,2015-8-17,notes,42.77,DECREASED
MQZ,2015-8-1,notes,646.80,INCREASED
FZV,2015-9-9,notes,750.24,INCREASED
IFM,2015-7-1,notes,147.87,NEW
RNP,2015-11-9,notes,694.10,INCREASED
KXO,2015-7-12,notes,35.2,DECREASED
XOT,2015-8-14,notes,398.72,DECREASED
KXO,2015-8-20,notes,583.96,INCREASED
XZZ,2015-9-18,notes,not there,UNKNOWN
XOT,2015-10-17,notes,184.53,DECREASED
TFQ,2015-7-4,notes,not there,UNKNOWN
RHS,2015-7-14,notes,Missing,UNKNOWN
XBO,2015-7-17,notes,28.79,DECREASED
TIO,2015-9-11,notes,304.41,INCREASED
GRH,2015-10-18,notes,92.53,DECREASED
XKF,2015-10-16,notes,357.43,INCREASED
DNL,2015-7-19,notes,363.43,DECREASED
LDT,2015-10-18,notes,UNKOWN,UNKNOWN
GUC,2015-11-7,notes,624.23,INCREASED
JDF,2015-8-5,notes,29.99,DECREASED
BBL,2015-10-1,notes,188.47,INCREASED
SGT,2015-10-5,notes,150.25,DECREASED
NSJ,2015-10-11,notes,35.43,DECREASED
RHS,2015-7-9,notes,21.27,DECREASED
FKS,2015-10-17,notes,885.46,INCREASED
KCT,2015-10-12,notes,475.61,INCREASED
FFJ,2015-8-15,notes,220.65,DECREASED
PFF,2015-9-8,notes,878.1,INCREASED
FZS,2015-10-8,notes,186.68,DECREASED
WHL,2015-7-12,notes,67.60,DECREASED
DWM,2015-10-3,notes,251.38,DECREASED
DNX,2015-8-2,notes,494.43,DECREASED
JFG,2015-11-17,notes,562.21,DECREASED
DUO,2015-7-10,notes,not there,UNKNOWN
DJY,2015-10-14,notes,474.46,INCREASED
DUO,2015-9-20,notes,276.93,DECREASED
XBO,2015-7-1,notes,926.50,NEW
DWM,2015-11-9,notes,352.59,INCREASED
COF,2015-10-20,notes,125.50,INCREASED
RNP,2015-8-12,notes,127.10,DECREASED
LII,2015-8-4,notes,986.35,INCREASED
PFT,2015-8-7,notes,851.92,INCREASED
GUC,2015-11-13,notes,471.61,DECREASED
DWM,2015-8-7,notes,117.79,DECREASED
DNX,2015-10-14,notes,392.77,INCREASED
ABU,2015-9-18,notes,362.11,DECREASED
GUC,2015-7-13,notes,932.87,INCREASED
YRW,2015-7-13,notes,493.66,INCREASED
YPF,2015-11-8,notes,419.72,DECREASED
EUS,2015-8-4,notes,232.59,INCREASED
RHS,2015-7-5,notes,851.74,INCREASED
OBR,2015-7-2,notes,-,UNKNOWN
IES,2015-9-17,notes,103.97,DECREASED
ZVQ,2015-8-5,notes,931.22,INCREASED
DKM,2015-7-9,notes,868.6,DECREASED
SBH,2015-9-10,notes,950.92,INCREASED
QFX,2015-8-20,notes,885.14,INCREASED
ZKG,2015-11-9,notes,913.36,INCREASED
DNX,2015-7-4,notes,187.58,INCREASED
ZPZ,2015-9-20,notes,925.49,INCREASED
ARA,2015-7-20,notes,154.41,DECREASED
DNL,2015-11-9,notes,149.76,DECREASED
PGC,2015-11-2,notes,294.4,DECREASED
NSJ,2015-10-1,notes,59.26,DECREASED
TFQ,2015-11-12,notes,424.93,INCREASED
QBU,2015-10-1,notes,932.11,INCREASED
LTH,2015-7-9,notes,523.93,DECREASED
PFT,2015-9-5,notes,743.34,INCREASED
ORX,2015-11-14,notes,Not found,UNKNOWN
LDT,2015-7-10,notes,936.4,INCREASED
ELM,2015-7-7,notes,880.29,INCREASED
IFM,2015-9-17,notes,374.12,DECREASED
LDT,2015-7-4,notes,868.85,INCREASED
ARA,2015-10-5,notes,430.55,INCREASED
KCT,2015-10-4,notes,71.86,DECREASED
IMN,2015-11-20,notes,526.78,DECREASED
LTH,2015-11-8,notes,574.26,DECREASED
DWM,2015-9-2,notes,785.72,INCREASED
WHJ,2015-7-18,notes,192.78,DECREASED
XQN,2015-8-1,notes,24.54,DECREASED
IMN,2015-9-20,notes,646.0,INCREASED
ZVQ,2015-8-6,notes,629.2,DECREASED
HSK,2015-8-15,notes,501.55,DECREASED
KXO,2015-7-20,notes,246.38,DECREASED
RNP,2015-8-8,notes,723.8,INCREASED
KXO,2015-9-4,notes,571.44,DECREASED
JXG,2015-7-4,notes,Not found,UNKNOWN
KZW,2015-11-5,notes,267.69,DECREASED
GUC,2015-7-9,notes,377.0,DECREASED
PGC,2015-7-8,notes,755.42,DECREASED
LTH,2015-10-10,notes,173.71,DECREASED
XZZ,2015-11-14,notes,347.35,DECREASED
UBH,2015-10-19,notes,549.73,DECREASED
OPZ,2015-11-17,notes,297.67,DECREASED
ABU,2015-11-15,notes,228.89,DECREASED
RNP,2015-8-6,notes,304.67,DECREASED
ISF,2015-11-8,notes,67.73,DECREASED
PEX,2015-8-11,notes,109.74,DECREASED
ZPZ,2015-11-10,notes,37.58,DECREASED
NRA,2015-11-17,notes,348.83,INCREASED
TSM,2015-7-18,notes,161.26,DECREASED
WYO,2015-9-8,notes,197.91,DECREASED
ELM,2015-7-17,notes,382.0,DECREASED
WYO,2015-8-8,notes,605.38,INCREASED
NSJ,2015-7-8,notes,678.93,INCREASED
NRA,2015-11-9,notes,...,UNKNOWN
JFG,2015-10-20,notes,753.12,DECREASED
RCC,2015-11-18,notes,979.20,INCREASED
DNL,2015-7-12,notes,649.84,INCREASED
QLS,2015-8-9,notes,943.49,INCREASED
XOT,2015-8-7,notes,291.80,DECREASED
ULI,2015-10-2,notes,433.35,DECREASED
WHL,2015-10-19,notes,Lost,UNKNOWN
ARA,2015-8-11,notes,334.71,DECREASED
QBU,2015-10-10,notes,589.62,INCREASED
FZS,2015-11-19,notes,479.8,DECREASED
DMD,2015-10-19,notes,916.71,INCREASED
ETP,2015-8-10,notes,259.22,DECREASED
DLV,2015-9-4,notes,UNKOWN,UNKNOWN
LVR,2015-8-1,notes,102.72,DECREASED
LTH,2015-10-16,notes,374.36,DECREASED
IXX,2015-7-14,notes,935.97,DECREASED
JXG,2015-10-18,notes,723.31,INCREASED
VFK,2015-9-9,notes,291.57,INCREASED
QLS,2015-7-5,notes,11.92,DECREASED
IQZ,2015-11-20,notes,210.19,DECREASED
DUO,2015-11-19,notes,639.86,DECREASED
ZPZ,2015-10-19,notes,75.45,DECREASED
ARA,2015-10-14,notes,120.21,DECREASED
ARA,2015-11-13,notes,Missing,UNKNOWN
DNX,2015-8-18,notes,541.66,DECREASED
NIS,2015-7-5,notes,676.45,INCREASED
YPF,2015-7-3,notes,Lost,UNKNOWN
TIO,2015-8-8,notes,264.83,DECREASED
PGC,2015-8-8,notes,231.48,INCREASED
IMN,2015-9-5,notes,702.89,INCREASED
MDH,2015-11-2,notes,809.25,INCREASED
QFX,2015-10-11,notes,624.27,INCREASED
LVR,2015-7-1,notes,912.5,NEW
DMD,2015-10-7,notes,773.82,INCREASED
RNP,2015-7-18,notes,136.29,INCREASED
FKS,2015-11-13,notes,690.42,INCREASED
ELM,2015-7-13,notes,214.60,DECREASED
RHS,2015-11-14,notes,Not present,UNKNOWN
QNH,2015-8-6,notes,112.9,DECREASED
RNP,2015-11-2,notes,920.7,INCREASED
FZV,2015-10-8,notes,698.52,INCREASED
ARA,2015-9-7,notes,689.40,DECREASED
GUC,2015-10-17,notes,316.76,DECREASED
QBU,2015-10-14,notes,995.24,INCREASED
WYO,2015-7-16,notes,461.76,INCREASED
XKF,2015-11-9,notes,685.83,INCREASED
SBH,2015-8-3,notes,137.84,DECREASED
TIO,2015-10-19,notes,122.68,DECREASED
JNL,2015-10-18,notes,65.58,DECREASED
PUA,2015-9-16,notes,580.76,DECREASED
XQN,2015-7-20,notes,84.44,DECREASED
YPF,2015-9-1,notes,361.9,INCREASED
TFQ,2015-10-3,notes,575.18,INCREASED
ELM,2015-8-13,notes,991.46,INCREASED
KTX,2015-11-14,notes,803.11,DECREASED
DLV,2015-10-14,notes,937.33,INCREASED
MQZ,2015-9-4,notes,56.54,DECREASED
DLV,2015-10-11,notes,654.52,INCREASED
VFK,2015-11-1,notes,170.28,DECREASED
ZKG,2015-7-7,notes,862.84,INCREASED
INO,2015-9-1,notes,656.42,DECREASED
INY,2015-8-20,notes,564.71,INCREASED
DKM,2015-10-14,notes,233.48,INCREASED
COF,2015-10-7,notes,576.83,INCREASED
OPZ,2015-8-7,notes,933.22,INCREASED
ZVQ,2015-9-13,notes,689.45,INCREASED
DUO,2015-9-16,notes,238.82,DECREASED
XKF,2015-9-8,notes,Not applicable,UNKNOWN
RCC,2015-10-3,notes,723.28,INCREASED
RHS,2015-11-6,notes,955.62,INCREASED
OQB,2015-9-15,notes,351.58,DECREASED
ETP,2015-8-8,notes,63.92,DECREASED
KTX,2015-10-7,notes,979.49,INCREASED
BBL,2015-8-4,notes,874.47,INCREASED
OBR,2015-11-7,notes,813.27,INCREASED
FZN,2015-9-20,notes,139.79,DECREASED
ORX,2015-7-17,notes,696.50,INCREASED
OEI,2015-8-1,notes,--------,UNKNOWN
OEI,2015-9-17,notes,2.50,DECREASED
NSJ,2015-11-20,notes,144.76,DECREASED
KTX,2015-10-20,notes,UNKOWN,UNKNOWN
KCT,2015-8-4,notes,712.26,INCREASED
SBH,2015-7-19,notes,222.99,INCREASED
INY,2015-11-17,notes,522.45,INCREASED
KJJ,2015-10-19,notes,Lost,UNKNOWN
TFQ,2015-9-15,notes,967.3,INCREASED
DEE,2015-10-7,notes,522.78,DECREASED
YLB,2015-11-11,notes,124.57,DECREASED
RHS,2015-8-18,notes,697.41,DECREASED
MDH,2015-10-15,notes,971.1,INCREASED
UBH,2015-8-18,notes,956.43,DECREASED
PFF,2015-9-5,notes,178.6,DECREASED
IFM,2015-8-2,notes,444.58,DECREASED
DKM,2015-8-7,notes,16.75,DECREASED
IXX,2015-9-3,notes,16.17,DECREASED
KTX,2015-10-9,notes,14.72,DECREASED
ZKG,2015-8-6,notes,881.21,INCREASED
QFX,2015-11-20,notes,817.47,INCREASED
VVX,2015-7-11,notes,417.2,DECREASED
TZA,2015-8-1,notes,516.65,DECREASED
WYO,2015-9-4,notes,215.99,DECREASED
LVR,2015-10-20,notes,559.47,DECREASED
ETP,2015-7-18,notes,105.37,DECREASED
FZV,2015-11-18,notes,155.52,INCREASED
AJZ,2015-9-11,notes,255.63,DECREASED
QFX,2015-8-12,notes,988.15,INCREASED
OEI,2015-7-8,notes,425.74,INCREASED
QBU,2015-9-3,notes,854.61,INCREASED
WHJ,2015-7-16,notes,590.10,INCREASED
HSK,2015-11-8,notes,795.66,INCREASED
ORX,2015-11-15,notes,673.49,INCREASED
DMD,2015-11-4,notes,21.0,DECREASED
DKM,2015-9-15,notes,408.3,DECREASED
KTX,2015-9-11,notes,671.98,INCREASED
ISF,2015-9-13,notes,124.25,DECREASED
VFK,2015-10-4,notes,115.42,INCREASED
TZA,2015-9-10,notes,151.81,DECREASED
XBO,2015-9-19,notes,175.51,DECREASED
RCC,2015-11-20,notes,902.41,INCREASED
FZS,2015-8-16,notes,9.68,DECREASED
WHJ,2015-7-13,notes,875.89,INCREASED
XQN,2015-11-17,notes,50.56,DECREASED
QNH,2015-8-13,notes,--------,UNKNOWN
KJJ,2015-10-3,notes,765.74,INCREASED
DLV,2015-9-2,notes,694.20,INCREASED
XBO,2015-11-10,notes,214.98,DECREASED
MQZ,2015-9-14,notes,...,UNKNOWN
VFK,2015-11-19,notes,631.61,DECREASED
SIF,2015-7-8,notes,138.20,DECREASED
JXG,2015-9-20,notes,290.39,DECREASED
PEX,2015-9-11,notes,509.60,DECREASED
TSM,2015-10-7,notes,308.17,INCREASED
YRW,2015-8-4,notes,921.94,INCREASED
NIS,2015-10-4,notes,-----,UNKNOWN
ELM,2015-10-4,notes,346.81,INCREASED
NIS,2015-7-13,notes,246.81,INCREASED
ORX,2015-8-5,notes,607.24,DECREASED
JNL,2015-10-17,notes,153.68,INCREASED
TZA,2015-10-10,notes,35.81,DECREASED
KXO,2015-10-18,notes,50.82,DECREASED
QLS,2015-9-7,notes,--,UNKNOWN
RTN,2015-9-14,notes,804.93,INCREASED
ARA,2015-7-17,notes,833.65,INCREASED
MDH,2015-10-1,notes,...,UNKNOWN
JFG,2015-9-6,notes,369.17,DECREASED
FZS,2015-7-10,notes,125.89,DECREASED
ULI,2015-11-1,notes,354.98,DECREASED
DJY,2015-9-17,notes,37.53,DECREASED
IXX,2015-9-15,notes,874.5,INCREASED
PFT,2015-7-5,notes,318.61,DECREASED
YLB,2015-9-17,notes,209.53,DECREASED
MQZ,2015-9-17,notes,857.44,INCREASED
NRA,2015-10-6,notes,551.19,INCREASED
TIO,2015-7-15,notes,UNKOWN,UNKNOWN
FZS,2015-7-18,notes,211.30,DECREASED
ETP,2015-9-14,notes,231.20,INCREASED
IFM,2015-8-11,notes,354.67,INCREASED
DEE,2015-7-3,notes,247.93,DECREASED
LTH,2015-9-3,notes,297.27,DECREASED
EUS,2015-8-9,notes,unknown,UNKNOWN
KXO,2015-7-3,notes,775.82,INCREASED
XBO,2015-9-20,notes,737.47,INCREASED
ISF,2015-10-8,notes,151.12,DECREASED
RNP,2015-10-18,notes,601.51,DECREASED
OBR,2015-7-4,notes,455.58,DECREASED
IQZ,2015-9-2,notes,904.80,INCREASED
ABU,2015-11-19,notes,31.61,DECREASED
PGC,2015-8-5,notes,not there,UNKNOWN
KXO,2015-11-14,notes,214.23,INCREASED
TSM,2015-8-16,notes,130.83,DECREASED
TZA,2015-7-2,notes,587.43,DECREASED
PFT,2015-8-13,notes,967.35,INCREASED
YPF,2015-8-14,notes,unknown,UNKNOWN
LLV,2015-11-1,notes,6.6,DECREASED
DMD,2015-8-13,notes,316.79,DECREASED
TZA,2015-11-11,notes,779.44,INCREASED
AJZ,2015-9-4,notes,636.24,INCREASED
TZA,2015-7-14,notes,-----,UNKNOWN
DWM,2015-10-6,notes,385.59,INCREASED
QBU,2015-8-8,notes,451.3,DECREASED
PEX,2015-9-4,notes,586.3,INCREASED
FKS,2015-8-5,notes,247.52,DECREASED
PFT,2015-10-19,notes,249.66,DECREASED
IES,2015-10-17,notes,310.67,DECREASED
FGF,2015-11-14,notes,UNKOWN,UNKNOWN
KTX,2015-7-3,notes,318.93,DECREASED
AJZ,2015-11-10,notes,967.15,INCREASED
ZPZ,2015-7-13,notes,185.44,DECREASED
QLS,2015-10-2,notes,925.10,INCREASED
NRA,2015-7-14,notes,959.93,INCREASED
LII,2015-8-6,notes,961.82,INCREASED
RNP,2015-8-13,notes,582.39,INCREASED
ABU,2015-11-13,notes,684.97,INCREASED
TZA,2015-7-7,notes,749.22,INCREASED
GUC,2015-7-5,notes,42.33,DECREASED
XBO,2015-9-12,notes,492.91,DECREASED
KJJ,2015-11-17,notes,302.3,INCREASED
FZS,2015-10-18,notes,246.7,DECREASED
DEE,2015-10-1,notes,483.33,DECREASED
NSJ,2015-7-15,notes,281.86,INCREASED
PEX,2015-9-8,notes,837.46,INCREASED
SIF,2015-8-1,notes,424.73,INCREASED
IQZ,2015-7-3,notes,982.15,INCREASED
DNL,2015-8-17,notes,282.6,DECREASED
TFQ,2015-10-1,notes,623.18,INCREASED
ZVQ,2015-10-19,notes,250.90,DECREASED
ETP,2015-11-11,notes,470.66,INCREASED
IMN,2015-8-2,notes,788.79,INCREASED
DJY,2015-7-9,notes,991.5,INCREASED
ZGV,2015-11-10,notes,696.25,INCREASED
SGT,2015-7-20,notes,663.71,DECREASED
YPF,2015-10-15,notes,872.41,INCREASED
ZVQ,2015-11-13,notes,302.85,DECREASED
IXX,2015-11-18,notes,214.45,DECREASED
YRW,2015-7-12,notes,120.60,DECREASED
OQB,2015-8-6,notes,930.23,INCREASED
TZA,2015-7-3,notes,292.85,DECREASED
GRH,2015-11-19,notes,393.85,DECREASED
TIO,2015-7-10,notes,238.80,DECREASED
KZW,2015-9-9,notes,not there,UNKNOWN
RHS,2015-11-17,notes,832.77,INCREASED
ELM,2015-9-13,notes,991.4,INCREASED
DMD,2015-8-14,notes,121.4,DECREASED
FZS,2015-8-14,notes,242.51,DECREASED
WYO,2015-11-19,notes,173.94,DECREASED
VFK,2015-10-15,notes,835.84,INCREASED
IQZ,2015-10-18,notes,732.78,DECREASED
SGT,2015-8-11,notes,136.23,DECREASED
EUS,2015-8-17,notes,954.4,INCREASED
ZPZ,2015-7-15,notes,849.58,INCREASED
LLV,2015-11-7,notes,-----,UNKNOWN
DKM,2015-7-15,notes,762.14,INCREASED
DKM,2015-9-8,notes,848.85,INCREASED
DUO,2015-11-8,notes,990.16,INCREASED
NIS,2015-10-11,notes,-----,UNKNOWN
LLV,2015-7-18,notes,725.15,INCREASED
XOT,2015-9-11,notes,787.14,INCREASED
DMD,2015-11-6,notes,828.2,INCREASED
RTN,2015-10-18,notes,48.52,DECREASED
MDH,2015-9-8,notes,633.40,INCREASED
TFQ,2015-11-4,notes,754.76,INCREASED
VVX,2015-7-10,notes,429.97,INCREASED
TIO,2015-10-20,notes,966.28,INCREASED
MQZ,2015-7-19,notes,NA,UNKNOWN
BWS,2015-9-9,notes,290.76,DECREASED
YRW,2015-9-9,notes,622.36,INCREASED
LDT,2015-8-4,notes,765.45,INCREASED
OEI,2015-11-12,notes,291.82,DECREASED
SGT,2015-8-5,notes,576.1,INCREASED
SGT,2015-10-19,notes,NA,UNKNOWN
INY,2015-7-5,notes,117.11,DECREASED
UBH,2015-9-11,notes,261.72,DECREASED
ARA,2015-8-8,notes,52.4,DECREASED
GUC,2015-9-11,notes,97.81,DECREASED
FZS,2015-11-2,notes,467.19,INCREASED
FGF,2015-10-19,notes,765.2,INCREASED
PUA,2015-11-19,notes,406.83,INCREASED
LLV,2015-10-1,notes,213.7,DECREASED
ARA,2015-10-16,notes,320.84,DECREASED
NSJ,2015-7-20,notes,35.56,DECREASED
YPF,2015-8-10,notes,644.26,DECREASED
OQB,2015-10-10,notes,285.61,INCREASED
RNP,2015-9-17,notes,101.43,DECREASED
MDH,2015-11-6,notes,467.79,INCREASED
OPZ,2015-11-10,notes,Not present,UNKNOWN
ARA,2015-8-7,notes,658.97,DECREASED
OPZ,2015-10-3,notes,Not found,UNKNOWN
XKF,2015-7-4,notes,937.68,INCREASED
SGT,2015-10-9,notes,606.8,INCREASED
FZS,2015-10-5,notes,907.44,INCREASED
FZV,2015-9-10,notes,749.67,DECREASED
SBH,2015-8-9,notes,716.78,INCREASED
JFG,2015-11-18,notes,74.97,DECREASED
LDT,2015-10-9,notes,...,UNKNOWN
ZVQ,2015-8-8,notes,495.12,DECREASED
LDT,2015-7-3,notes,65.22,DECREASED
FZS,2015-8-1,notes,960.55,INCREASED
WHJ,2015-7-9,notes,309.53,DECREASED
JDF,2015-11-10,notes,137.41,DECREASED
IQZ,2015-10-10,notes,552.8,INCREASED
PGC,2015-11-17,notes,Not applicable,UNKNOWN
DUO,2015-8-2,notes,946.39,INCREASED
PGC,2015-9-10,notes,22.85,DECREASED
SBH,2015-10-9,notes,828.30,INCREASED
ZKG,2015-7-4,notes,438.18,INCREASED
DLV,2015-7-19,notes,347.53,DECREASED
LII,2015-11-8,notes,--,UNKNOWN
QFX,2015-10-6,notes,246.59,DECREASED
TIO,2015-10-8,notes,474.22,DECREASED
BBL,2015-10-9,notes,-----,UNKNOWN
ORX,2015-11-19,notes,unknown,UNKNOWN
KZW,2015-11-19,notes,664.17,INCREASED
LII,2015-11-18,notes,334.48,INCREASED
IXX,2015-10-2,notes,232.28,DECREASED
SBH,2015-9-17,notes,196.26,DECREASED
XOT,2015-8-12,notes,...,UNKNOWN
ULI,2015-9-2,notes,867.44,DECREASED
ZGV,2015-7-9,notes,342.14,DECREASED
LII,2015-8-20,notes,371.98,DECREASED
RTN,2015-9-18,notes,395.28,DECREASED
OBR,2015-7-13,notes,735.43,INCREASED
IFM,2015-10-2,notes,14.16,DECREASED
YRW,2015-10-20,notes,780.88,INCREASED
ELM,2015-7-14,notes,493.2,INCREASED
ETP,2015-11-1,notes,778.29,INCREASED
LTH,2015-10-6,notes,231.70,DECREASED
PEX,2015-8-16,notes,392.53,INCREASED
LTH,2015-7-13,notes,520.78,DECREASED
DNX,2015-9-12,notes,342.30,DECREASED
NSJ,2015-11-12,notes,377.53,DECREASED
GUC,2015-9-4,notes,535.53,DECREASED
LLV,2015-10-15,notes,222.89,DECREASED
